Doi,Title,Year,Type,Url,Authors,Topic,Subfield,Field,Domain,Cites,Cited_by,Keywords,Abstract
10.1145/3463858.3463885,Reinforcement Learning and Additional Rewards for the Traveling Salesman Problem,2021,conference-paper,https://doi.org/10.1145/3463858.3463885,"0000-0003-1491-9336, 0000-0002-8464-1889, 0009-0004-2555-1762, 0000-0002-0229-0465",Vehicle Routing Problem and Variants,Industrial and Manufacturing Engineering,Engineering,Physical Sciences,16,4,"['Heuristics', 'Benchmark (surveying)', 'Large-Scale Optimization', 'Hybrid Algorithms', 'Vehicle Routing Problem', 'Travel Time Reliability', 'Traffic Assignment', 'Lin–Kernighan heuristic']",
https://doi.org/10.1145/3523132.3523143,Skill-Based Joint Order Batching and Picker Routing Problem,2022,conference-paper,https://doi.org/10.1145/3523132.3523143,"0000-0003-1491-9336, 0009-0003-9368-1094, 0000-0002-7505-6776, 0000-0003-2981-043X, 0000-0002-8372-3858, 0000-0002-3283-6131, 0000-0002-0229-0465",Design and Control of Warehouse Operations,Industrial and Manufacturing Engineering,Engineering,Physical Sciences,9,2,"['Order Picking', 'Assembly Line Balancing', 'Scheduling', 'Stochastic Assembly Line Balancing', 'Dynamic Scheduling']",
10.29352/MILL0210.09.00259,Monte Carlo sampling for the tourist trip design problem,2019,journal-article,https://doi.org/10.29352/MILL0210.09.00259,"0000-0003-1491-9336, 0009-0004-2555-1762, 0000-0002-0229-0465",Implications of Shared Autonomous Vehicle Services,Automotive Engineering,Engineering,Physical Sciences,7,2,"['Orienteering', 'Solver', 'Travel Time Reliability', 'Travel Behavior', 'Vehicle Routing Problem', 'Congestion Pricing', 'Point of interest']",
10.1145/3366750.3366761,A Metaheuristic Algorithm for the Probabilistic Orienteering Problem,2019,conference-paper,https://doi.org/10.1145/3366750.3366761,"0000-0003-1491-9336, 0009-0004-2555-1762, 0000-0002-0229-0465",Optimization of Cutting and Packing Problems,Industrial and Manufacturing Engineering,Engineering,Physical Sciences,8,3,"['Orienteering', 'Metaheuristic Algorithms', 'Metaheuristics', 'Multi-Objective Optimization', 'Heuristic Algorithms', 'Hybrid Algorithms', 'Solver']",
10.1109/TCC.2023.3336540,A Stochastic Approach for Scheduling AI Training Jobs in GPU-Based Systems,2023,journal-article,https://doi.org/10.1109/TCC.2023.3336540,"0000-0002-6549-924X, 0000-0001-5541-5631, 0000-0003-4224-927X, 0000-0001-9081-8401",Cloud Computing and Big Data Technologies,Information Systems,Computer Science,Physical Sciences,32,1,"['Large-Scale Optimization', 'Stochastic Gradient Descent', 'Deep Learning']",
10.1145/3603166.3632565,FIGARO: reinForcement learnInG mAnagement acRoss the computing cOntinuum,2023,conference-paper,https://doi.org/10.1145/3603166.3632565,"0000-0002-6549-924X, 0000-0002-7581-5955, 0000-0003-4224-927X, 0000-0002-9470-8784, 0000-0001-8233-4570, 0000-0002-6870-7083, 0000-0002-7461-6276",Internet of Things and Edge Computing,Computer Networks and Communications,Computer Science,Physical Sciences,15,0,[],
10.1145/3603166.3632562,Runtime Management of Artificial Intelligence Applications for Smart Eyewears,2023,conference-paper,https://doi.org/10.1145/3603166.3632562,"0000-0002-6549-924X, 0009-0003-0221-0693, 0000-0002-6495-5717, 0000-0001-7508-9706, 0000-0003-4224-927X",Detection and Management of Retinal Diseases,"Radiology, Nuclear Medicine and Imaging",Medicine,Health Sciences,20,0,[],
10.1145/3603166.3632560,SPACE4AI-R: a Runtime Management Tool for AI Applications Component Placement and Resource Scaling in Computing Continua,2023,conference-paper,https://doi.org/10.1145/3603166.3632560,"0000-0002-6549-924X, 0000-0002-6495-5717, 0000-0003-4224-927X",Cloud Computing and Big Data Technologies,Information Systems,Computer Science,Physical Sciences,21,1,"['Component (thermodynamics)', 'Resource management (computing)']",
10.1145/3578245.3584941,OSCAR-P and aMLLibrary,2023,conference-paper,https://doi.org/10.1145/3578245.3584941,"0000-0002-6549-924X, 0009-0009-3553-1198, 0000-0002-1710-3466, 0000-0002-6495-5717, 0000-0003-4224-927X, 0000-0002-8049-253X, 0000-0001-9393-3077",Log Analysis and System Performance Diagnosis,Computer Networks and Communications,Computer Science,Physical Sciences,12,2,"['Profiling (computer programming)', 'Model-driven Performance Prediction', 'Performance Prediction']",
10.1109/SEAA60479.2023.00014,Performance Models for Distributed Deep Learning Training Jobs on Ray,2023,conference-paper,,"0000-0002-6549-924X, 0000-0003-1598-8317, 0000-0003-2425-6572, 0000-0002-0279-6351, 0000-0003-4224-927X",Privacy-Preserving Techniques for Data Analysis and Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences,18,0,"['Profiling (computer programming)', 'Federated Learning', 'Deep Learning', 'Distributed Systems', 'Edge Computing', 'Speedup']",
10.1109/EDGE53862.2021.00014,A Random Greedy based Design Time Tool for AI Applications Component Placement and Resource Selection in Computing Continua,2021,conference-paper,,"0000-0002-6549-924X, 0000-0002-6495-5717, 0000-0003-1598-8317, 0000-0003-4224-927X",Internet of Things and Edge Computing,Computer Networks and Communications,Computer Science,Physical Sciences,21,4,"['Component (thermodynamics)', 'Edge Computing', 'Mobile Edge Computing', 'Edge Caching']",
10.1109/JCC53141.2021.00022,A Randomized Greedy Method for AI Applications Component Placement and Resource Selection in Computing Continua,2021,conference-paper,,"0000-0002-6549-924X, 0000-0002-6495-5717, 0000-0003-1598-8317, 0000-0003-4224-927X",Internet of Things and Edge Computing,Computer Networks and Communications,Computer Science,Physical Sciences,14,5,"['Component (thermodynamics)', 'Edge Computing', 'Mobile Edge Computing', 'Edge Caching']",
10.1109/FiCloud49777.2021.00063,ANDREAS: Artificial intelligence traiNing scheDuler foR accElerAted resource clusterS,2021,conference-paper,,"0000-0002-6549-924X, 0000-0003-1598-8317, 0000-0003-4224-927X, 0000-0003-0062-6049, 0000-0002-3553-2571, 0009-0008-0800-1709, 0000-0001-7749-7295, 0000-0002-2480-966X, 0000-0003-2467-6884, 0000-0002-5236-2842",Cloud Computing and Big Data Technologies,Information Systems,Computer Science,Physical Sciences,19,5,"['Task Scheduling', 'Edge Computing', 'Deep Learning', 'High-Performance Computing', 'Grid Computing', 'Resource consumption', 'GPU cluster', 'Cost reduction', 'Computer cluster']",
10.1109/SYNASC51798.2020.00030,Hierarchical Scheduling in on-demand GPU-as-a-Service Systems,2020,conference-paper,,"0000-0002-6549-924X, 0000-0003-1598-8317, 0000-0003-0062-6049, 0000-0002-1868-8224, 0000-0002-2480-966X, 0000-0003-4224-927X, 0000-0002-3553-2571",Cloud Computing and Big Data Technologies,Information Systems,Computer Science,Physical Sciences,26,1,"['Virtualization', 'Edge Computing', 'Cloud Computing', 'Large-Scale Optimization', 'Scalability']",
10.1007/978-3-031-55598-5_14,On Approximate Colored Path Counting,2024,book-chapter,https://doi.org/10.1007/978-3-031-55598-5_14,"0000-0003-4984-2551, 0000-0003-0358-7102",Trajectory Data Mining and Analysis,Signal Processing,Computer Science,Physical Sciences,20,0,"['Colored', 'Approximate Matching', 'Trajectory Data Mining', 'Semantic Trajectories', 'Location Prediction', 'Semi-Supervised Learning']",
10.1007/978-3-031-38906-1_30,Adaptive Data Structures for 2D Dominance Colored Range Counting,2023,book-chapter,https://doi.org/10.1007/978-3-031-38906-1_30,0000-0003-4984-2551,Text Compression and Indexing Algorithms,Artificial Intelligence,Computer Science,Physical Sciences,17,0,"['Colored', 'Data Structures', 'Rank (graph theory)']",
10.1109/dcc52660.2022.00015,Computing Matching Statistics on Repetitive Texts,2022,conference-paper,https://doi.org/10.1109/dcc52660.2022.00015,0000-0003-4984-2551,Text Compression and Indexing Algorithms,Artificial Intelligence,Computer Science,Physical Sciences,15,3,"['String Matching', 'Approximate Matching', 'Text Indexing', 'Sequence (biology)', 'DNA Computing', 'sequence alignment']",
10.1007/978-3-031-63913-5_6,On the Exploitation of CEEMDAN for PPG Synthetic Data Generation,2024,book-chapter,https://doi.org/10.1007/978-3-031-63913-5_6,"0000-0003-1308-8497, 0000-0002-6279-6660, 0000-0002-4405-8234",Non-contact Physiological Monitoring Technology,Biomedical Engineering,Engineering,Physical Sciences,27,0,['Signal Processing'],
10.1007/978-3-031-63913-5_7,SER_AMPEL: A Multi-source Dataset for Speech Emotion Recognition of Italian Older Adults,2024,book-chapter,https://doi.org/10.1007/978-3-031-63913-5_7,"0000-0003-1308-8497, 0000-0002-6279-6660",Emotion Recognition and Analysis in Multimodal Data,Experimental and Cognitive Psychology,Psychology,Social Sciences,32,0,"['Emotion Recognition', 'Speech Emotion', 'Facial Expression Analysis', 'Age Estimation', 'Affective Computing']",
10.1145/3453892.3461625,A Deep Learning Approach to Recognize Cognitive Load using PPG Signals,2021,journal-article,https://doi.org/10.1145/3453892.3461625,"0000-0003-1308-8497, 0000-0002-6279-6660, 0000-0002-2942-1605",Non-contact Physiological Monitoring Technology,Biomedical Engineering,Engineering,Physical Sciences,21,10,"['Continuous Blood Pressure Estimation', 'Pulse Oximetry', 'Stress Marker', 'Photoplethysmography', 'Cognitive Performance', 'Feature (linguistics)', 'Cognitive load']",
10.1109/ACCESS.2024.3396625,Measuring Software Testability via Automatically Generated Test Cases,2024,journal-article,,"0000-0002-5580-3623, 0000-0001-9527-7042, 0000-0002-7566-8051",Empirical Studies in Software Engineering,Information Systems,Computer Science,Physical Sciences,34,0,"['Software Reliability Modeling', 'Automated Testing', 'Testing-Effort Dependent Models', 'Software Defect Prediction', 'Dynamic Test Generation', 'Software metric', 'Software reliability testing', 'Design for testing', 'Code coverage']",
10.1109/ICSE-NIER52604.2021.00024,Towards Evidence-Based Testability Measurements,2021,conference-paper,,"0000-0002-5580-3623, 0009-0003-5029-9100, 0000-0001-7251-1510",Automated Software Testing Techniques,Software,Computer Science,Physical Sciences,26,2,"['Code refactoring', 'Testing-Effort Dependent Models', 'Software Reliability Modeling', 'Automated Testing', 'Mutation Testing', 'Model-Based Testing', 'Code coverage']",
10.1145/3589335.3651445,SE-PQA: Personalized Community Question Answering,2024,conference-paper,https://doi.org/10.1145/3589335.3651445,"0000-0003-0972-2424, 0009-0004-7619-8399, 0000-0002-6080-8170, 0000-0001-7189-4724",Natural Language Processing,Artificial Intelligence,Computer Science,Physical Sciences,9,1,"['Community Question Answering', 'Topic Modeling', 'Answer Quality', 'Spoken Dialogue Systems', 'Question Routing']",
10.1007/978-3-031-56060-6_8,DESIRE-ME: Domain-Enhanced Supervised Information Retrieval Using Mixture-of-Experts,2024,book-chapter,https://doi.org/10.1007/978-3-031-56060-6_8,"0000-0003-0972-2424, 0000-0002-6080-8170, 0000-0001-7189-4724, 0000-0002-7427-1001",Natural Language Processing,Artificial Intelligence,Computer Science,Physical Sciences,15,0,"['Expert Finding', 'Information Retrieval', 'Knowledge Sharing', 'Expertise Identification', 'Information Seeker Satisfaction']",
10.1145/3624918.3625335,SE-PEF: a Resource for Personalized Expert Finding,2023,conference-paper,https://doi.org/10.1145/3624918.3625335,"0000-0003-0972-2424, 0000-0002-6080-8170, 0000-0001-7189-4724",Expert Finding in Online Communities,Information Systems,Computer Science,Physical Sciences,21,0,"['Expert Finding', 'Expertise Identification', 'Named Entity Recognition', 'Information Seeker Satisfaction', 'Knowledge Sharing']",
10.1109/icse-seip58684.2023.00049,Automated Test Case Generation for Safety-Critical Software in Scade,2023,conference-paper,https://doi.org/10.1109/icse-seip58684.2023.00049,"0000-0002-6392-0870, 0000-0001-9307-6781, 0000-0003-1994-8929, 0000-0001-7251-1510",Automated Software Testing Techniques,Software,Computer Science,Physical Sciences,46,1,"['Toolchain', 'Automated Testing', 'Software Reliability Modeling', 'Life-critical system']",
10.1007/978-3-030-71903-6_37,Towards an Innovative Model in Wearable Expert System for Skiing,2021,book-chapter,https://doi.org/10.1007/978-3-030-71903-6_37,"0000-0002-6392-0870, 0000-0003-0191-8107, 0000-0001-5432-7584",Activity Recognition in Pervasive Computing Environments,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,17,1,"['Wearable Sensors', 'Wearable technology']",
10.1002/mp.17089,Deep learning‐based optimization of field geometry for total marrow irradiation delivered with volumetric modulated arc therapy,2024,journal-article,https://doi.org/10.1002/mp.17089,"0000-0002-2086-9091, 0000-0001-8706-6480, 0000-0002-5355-0634, 0000-0003-1635-0489, 0000-0001-6219-8444, 0000-0003-3293-2737, 0000-0003-3634-2582, 0000-0003-3336-5690, 0000-0002-8385-9296, 0000-0002-4791-0373, 0000-0002-7286-4014, 0000-0002-4117-7991, 0000-0002-1765-863X, 0000-0002-7738-997X, 0000-0001-9873-7868, 0000-0002-6913-1442, 0000-0003-3144-0124, 0000-0001-6893-6284, 0000-0003-0320-559X, 0000-0002-0165-7931",Radiotherapy Physics and Technology,Radiation,Physics and Astronomy,Physical Sciences,21,0,"['Image-Guided Radiotherapy', 'Tumor Staging', 'Intensity-Modulated Radiotherapy', 'Radiotherapy', 'Total body irradiation']",
10.1111/cgf.15136,Reconstructing Curves from Sparse Samples on Riemannian Manifolds,2024,journal-article,https://doi.org/10.1111/cgf.15136,"0000-0001-8008-8468, 0000-0002-8812-9719, 0000-0003-2790-9591, 0000-0002-2526-7700, 0000-0002-9370-2663",Analysis of Three-Dimensional Shape Structures,Computational Mechanics,Engineering,Physical Sciences,60,0,"['Robustness (evolution)', 'Shape Optimization', 'Texture Mapping', '3D Reconstruction', 'Shape Representation', 'Surface Parameterization', 'Vector graphics', 'Sample (material)']",
10.1145/3610548.3618218,A Physically-inspired Approach to the Simulation of Plant Wilting,2023,conference-paper,https://doi.org/10.1145/3610548.3618218,"0000-0001-8008-8468, 0000-0001-6560-0988, 0000-0001-7959-2579, 0000-0003-0091-7241, 0000-0002-2374-346X, 0000-0003-1937-9797, 0000-0002-1621-325X",Dynamic Modeling of Plant Form and Growth,Plant Science,Agricultural and Biological Sciences,Life Sciences,47,1,"['Wilting', 'Plant Architecture', 'Virtual Plants', 'Functional–Structural Plant Modelling', 'Microclimate Simulation', 'Computational Fluid Dynamics (CFD)']",
10.1111/cgf.14697,MoMaS: Mold Manifold Simulation for real‐time procedural texturing,2022,journal-article,https://doi.org/10.1111/cgf.14697,"0000-0001-8008-8468, 0000-0003-2392-4612, 0000-0003-2790-9591, 0000-0003-0091-7241",Biologically Inspired Adaptive Network Design,Biomedical Engineering,Engineering,Physical Sciences,32,1,"['Parallelizable manifold', 'Simulations', 'Slime Mold', 'Fluid Simulation', 'Maze Solving', 'Simplicity', 'Geometry processing', 'Implementation']",
10.1111/cgf.14483,Learning Spectral Unions of Partial Deformable 3D Shapes,2022,book-chapter,,"0000-0001-8008-8468, 0000-0002-0550-7498, 0000-0003-2790-9591, 0000-0001-7729-4666, 0000-0001-6700-7379, 0000-0002-5867-4046, 0000-0002-8315-4886, 0000-0003-0091-7241",Analysis of Three-Dimensional Shape Structures,Computational Mechanics,Engineering,Physical Sciences,41,4,"['Geometry processing', 'Shape Representation', 'Texture Mapping', 'Isometry (Riemannian geometry)', 'Representation (politics)']",
10.1145/3532719.3543211,Newton’s Fractals on Surfaces via Bicomplex Algebra,2022,conference-poster,,"0000-0001-8008-8468, 0000-0002-0704-5960, 0000-0003-2790-9591, 0000-0003-0091-7241",Quaternionic Analysis and Applications,Applied Mathematics,Mathematics,Physical Sciences,4,1,"['Numerical Computations', 'Geometric Algebra', 'Geometry', 'Hypercomplex Numbers', 'Topological Structures']",
10.1111/cgf.142645,Orthogonalized Fourier Polynomials for Signal Approximation and Transfer,2021,journal-article,https://doi.org/10.1111/cgf.142645,"0000-0001-8008-8468, 0000-0003-2790-9591, 0000-0002-5867-4046, 0000-0002-1262-7252, 0000-0003-0091-7241",Analysis of Three-Dimensional Shape Structures,Computational Mechanics,Engineering,Physical Sciences,44,7,"['Pointwise', 'Initialization', '3D Shape Measurement', 'Shape Representation', 'Shape Optimization', 'Surface Parameterization', 'Surface Profilometry', 'Representation (politics)']",
